location,count,date
21215,3,2015-08-16
21216,1,2015-08-16
21217,4,2015-08-16
21218,1,2015-08-16
21219,1,2015-08-16
21221,3,2015-08-16
21223,1,2015-08-16
21226,1,2015-08-16
21228,1,2015-08-16
21229,3,2015-08-16
21236,1,2015-08-16
21244,1,2015-08-16
21401,1,2015-08-16
21403,2,2015-08-16
21623,1,2015-08-16
21663,1,2015-08-16
21702,1,2015-08-16
21740,1,2015-08-16
21795,1,2015-08-16
21903,1,2015-08-16
21921,1,2015-08-16
20653,2,2015-08-17
20659,1,2015-08-17
20667,1,2015-08-17
20715,1,2015-08-17
21001,1,2015-08-17
21014,1,2015-08-17
21043,1,2015-08-17
21048,1,2015-08-17
21061,1,2015-08-17
21117,1,2015-08-17
21122,1,2015-08-17
21202,1,2015-08-17
21213,2,2015-08-17
21215,4,2015-08-17
21216,1,2015-08-17
21220,1,2015-08-17
21221,1,2015-08-17
21222,1,2015-08-17
21223,1,2015-08-17
21225,2,2015-08-17
21229,1,2015-08-17
21632,1,2015-08-17
21740,1,2015-08-17
21771,1,2015-08-17
21784,1,2015-08-17
21837,1,2015-08-17
21853,1,2015-08-17
21904,1,2015-08-17
21921,2,2015-08-17
20659,2,2015-08-18
20680,1,2015-08-18
20733,1,2015-08-18
20772,1,2015-08-18
21061,1,2015-08-18
21157,1,2015-08-18
21202,4,2015-08-18
21205,1,2015-08-18
21206,1,2015-08-18
21207,1,2015-08-18
21215,5,2015-08-18
21216,2,2015-08-18
21218,1,2015-08-18
21220,3,2015-08-18
21221,2,2015-08-18
21222,1,2015-08-18
21223,2,2015-08-18
21230,1,2015-08-18
21403,1,2015-08-18
21601,2,2015-08-18
21613,1,2015-08-18
21716,1,2015-08-18
21755,1,2015-08-18
21817,1,2015-08-18
20653,1,2015-08-19
20735,2,2015-08-19
20852,1,2015-08-19
21015,1,2015-08-19
21202,1,2015-08-19
21206,1,2015-08-19
21208,1,2015-08-19
21212,1,2015-08-19
21215,2,2015-08-19
21216,2,2015-08-19
21217,2,2015-08-19
21218,1,2015-08-19
21221,2,2015-08-19
21223,1,2015-08-19
21224,1,2015-08-19
21229,2,2015-08-19
21239,1,2015-08-19
21502,1,2015-08-19
21530,1,2015-08-19
21601,1,2015-08-19
21629,1,2015-08-19
21784,1,2015-08-19
21787,1,2015-08-19
21921,2,2015-08-19
20646,1,2015-08-20
20740,2,2015-08-20
20772,1,2015-08-20
20774,1,2015-08-20
20817,1,2015-08-20
21014,2,2015-08-20
21093,1,2015-08-20
21113,1,2015-08-20
21157,2,2015-08-20
21207,1,2015-08-20
21208,2,2015-08-20
21213,1,2015-08-20
21215,3,2015-08-20
21216,1,2015-08-20
21217,1,2015-08-20
21218,4,2015-08-20
21223,1,2015-08-20
21224,1,2015-08-20
21225,1,2015-08-20
21229,2,2015-08-20
21230,3,2015-08-20
21234,1,2015-08-20
21625,1,2015-08-20
21703,1,2015-08-20
21903,1,2015-08-20
21917,1,2015-08-20
21921,2,2015-08-20
20602,1,2015-08-21
20650,1,2015-08-21
20653,4,2015-08-21
20689,1,2015-08-21
20706,1,2015-08-21
20748,1,2015-08-21
20772,1,2015-08-21
20784,2,2015-08-21
20841,1,2015-08-21
21122,1,2015-08-21
21201,2,2015-08-21
21202,1,2015-08-21
21207,2,2015-08-21
21212,1,2015-08-21
21213,1,2015-08-21
21215,3,2015-08-21
21217,2,2015-08-21
21218,2,2015-08-21
21220,2,2015-08-21
21223,1,2015-08-21
21225,1,2015-08-21
21234,1,2015-08-21
21237,1,2015-08-21
21244,1,2015-08-21
21601,1,2015-08-21
21701,1,2015-08-21
21778,1,2015-08-21
21921,2,2015-08-21
20646,1,2015-08-22
20721,1,2015-08-22
20745,1,2015-08-22
20748,1,2015-08-22
20772,1,2015-08-22
20794,1,2015-08-22
21043,1,2015-08-22
21061,1,2015-08-22
21085,1,2015-08-22
21201,1,2015-08-22
21206,1,2015-08-22
21207,1,2015-08-22
21215,2,2015-08-22
21216,2,2015-08-22
21217,2,2015-08-22
21218,1,2015-08-22
21221,1,2015-08-22
21222,1,2015-08-22
21223,1,2015-08-22
21227,1,2015-08-22
21228,1,2015-08-22
21231,1,2015-08-22
21234,1,2015-08-22
21239,2,2015-08-22
21555,1,2015-08-22
21601,1,2015-08-22
21655,2,2015-08-22
21811,1,2015-08-22
21921,1,2015-08-22
20619,1,2015-08-23
20745,2,2015-08-23
20877,1,2015-08-23
21001,1,2015-08-23
21015,1,2015-08-23
21158,1,2015-08-23
21202,4,2015-08-23
21207,1,2015-08-23
21211,1,2015-08-23
21212,1,2015-08-23
21213,1,2015-08-23
21215,3,2015-08-23
21216,1,2015-08-23
21217,2,2015-08-23
21218,4,2015-08-23
21220,1,2015-08-23
21221,3,2015-08-23
21222,1,2015-08-23
21223,2,2015-08-23
21224,1,2015-08-23
21225,1,2015-08-23
21229,2,2015-08-23
21244,1,2015-08-23
21521,1,2015-08-23
21601,1,2015-08-23
21787,1,2015-08-23
21903,1,2015-08-23
20721,1,2015-08-24
20746,1,2015-08-24
20772,1,2015-08-24
21037,1,2015-08-24
21040,1,2015-08-24
21048,1,2015-08-24
21122,1,2015-08-24
21144,1,2015-08-24
21160,1,2015-08-24
21201,1,2015-08-24
21202,1,2015-08-24
21206,1,2015-08-24
21207,1,2015-08-24
21209,1,2015-08-24
21215,2,2015-08-24
21216,2,2015-08-24
21217,3,2015-08-24
21218,1,2015-08-24
21220,3,2015-08-24
21223,1,2015-08-24
21224,1,2015-08-24
21227,2,2015-08-24
21228,1,2015-08-24
21229,1,2015-08-24
21230,1,2015-08-24
21797,1,2015-08-24
20705,1,2015-08-25
20743,1,2015-08-25
20785,1,2015-08-25
20837,1,2015-08-25
20841,1,2015-08-25
21001,1,2015-08-25
21061,1,2015-08-25
21130,1,2015-08-25
21201,2,2015-08-25
21202,2,2015-08-25
21207,1,2015-08-25
21212,1,2015-08-25
21215,7,2015-08-25
21217,4,2015-08-25
21218,4,2015-08-25
21220,1,2015-08-25
21221,1,2015-08-25
21225,1,2015-08-25
21226,1,2015-08-25
21229,1,2015-08-25
21237,1,2015-08-25
21740,1,2015-08-25
21801,1,2015-08-25
21804,2,2015-08-25
21921,1,2015-08-25
20602,1,2015-08-26
20650,2,2015-08-26
20724,1,2015-08-26
20744,1,2015-08-26
20785,1,2015-08-26
20855,1,2015-08-26
21040,1,2015-08-26
21060,1,2015-08-26
21074,1,2015-08-26
21206,1,2015-08-26
21207,1,2015-08-26
21212,1,2015-08-26
21213,1,2015-08-26
21215,2,2015-08-26
21216,1,2015-08-26
21217,1,2015-08-26
21220,2,2015-08-26
21221,2,2015-08-26
21222,2,2015-08-26
21223,2,2015-08-26
21225,1,2015-08-26
21229,2,2015-08-26
21236,1,2015-08-26
21635,1,2015-08-26
21740,1,2015-08-26
21783,1,2015-08-26
21784,1,2015-08-26
21797,1,2015-08-26
21801,1,2015-08-26
21919,1,2015-08-26
20602,1,2015-08-27
20657,1,2015-08-27
20715,1,2015-08-27
20754,1,2015-08-27
21009,1,2015-08-27
21043,1,2015-08-27
21050,1,2015-08-27
21102,1,2015-08-27
21122,1,2015-08-27
21133,1,2015-08-27
21201,1,2015-08-27
21212,1,2015-08-27
21215,4,2015-08-27
21216,1,2015-08-27
21217,2,2015-08-27
21218,1,2015-08-27
21221,1,2015-08-27
21222,1,2015-08-27
21223,4,2015-08-27
21224,2,2015-08-27
21229,3,2015-08-27
21237,1,2015-08-27
21239,1,2015-08-27
21401,1,2015-08-27
21631,1,2015-08-27
21636,1,2015-08-27
21901,1,2015-08-27
21903,1,2015-08-27
20619,1,2015-08-28
20653,1,2015-08-28
20747,1,2015-08-28
20877,1,2015-08-28
21032,1,2015-08-28
21060,2,2015-08-28
21090,1,2015-08-28
21113,1,2015-08-28
21117,1,2015-08-28
21122,4,2015-08-28
21202,1,2015-08-28
21206,1,2015-08-28
21207,2,2015-08-28
21213,1,2015-08-28
21214,1,2015-08-28
21215,1,2015-08-28
21216,1,2015-08-28
21217,2,2015-08-28
21218,2,2015-08-28
21220,1,2015-08-28
21221,2,2015-08-28
21222,1,2015-08-28
21223,2,2015-08-28
21230,2,2015-08-28
21237,1,2015-08-28
21740,3,2015-08-28
21921,3,2015-08-28
20619,1,2015-08-29
20640,1,2015-08-29
20746,1,2015-08-29
21048,1,2015-08-29
21060,1,2015-08-29
21157,1,2015-08-29
21201,3,2015-08-29
21202,2,2015-08-29
21205,1,2015-08-29
21206,1,2015-08-29
21213,1,2015-08-29
21215,6,2015-08-29
21216,2,2015-08-29
21217,1,2015-08-29
21218,2,2015-08-29
21220,1,2015-08-29
21226,1,2015-08-29
21237,1,2015-08-29
21740,1,2015-08-29
21901,1,2015-08-29
21911,1,2015-08-29
20736,1,2015-08-30
20785,1,2015-08-30
20872,1,2015-08-30
20874,1,2015-08-30
20877,1,2015-08-30
21040,1,2015-08-30
21085,1,2015-08-30
21093,1,2015-08-30
21113,1,2015-08-30
21201,2,2015-08-30
21206,2,2015-08-30
21208,1,2015-08-30
21212,1,2015-08-30
21213,3,2015-08-30
21215,1,2015-08-30
21216,2,2015-08-30
21218,3,2015-08-30
21220,1,2015-08-30
21221,1,2015-08-30
21225,2,2015-08-30
21234,1,2015-08-30
21239,1,2015-08-30
21740,2,2015-08-30
21921,1,2015-08-30
20619,1,2015-08-31
20659,1,2015-08-31
20721,1,2015-08-31
20735,1,2015-08-31
20744,1,2015-08-31
20785,2,2015-08-31
20816,1,2015-08-31
20874,2,2015-08-31
21015,2,2015-08-31
21017,1,2015-08-31
21040,1,2015-08-31
21061,1,2015-08-31
21122,1,2015-08-31
21158,1,2015-08-31
21205,1,2015-08-31
21209,1,2015-08-31
21213,1,2015-08-31
21215,3,2015-08-31
21216,1,2015-08-31
21220,1,2015-08-31
21222,2,2015-08-31
21223,2,2015-08-31
21225,1,2015-08-31
21229,1,2015-08-31
21236,1,2015-08-31
21403,1,2015-08-31
21562,1,2015-08-31
21620,1,2015-08-31
21701,1,2015-08-31
21703,1,2015-08-31
21773,1,2015-08-31
21901,1,2015-08-31
20736,1,2015-09-01
20774,1,2015-09-01
20783,1,2015-09-01
20851,1,2015-09-01
20874,1,2015-09-01
20904,1,2015-09-01
21060,2,2015-09-01
21201,1,2015-09-01
21205,1,2015-09-01
21207,1,2015-09-01
21208,1,2015-09-01
21211,1,2015-09-01
21213,1,2015-09-01
21215,2,2015-09-01
21216,1,2015-09-01
21217,1,2015-09-01
21218,1,2015-09-01
21220,1,2015-09-01
21222,1,2015-09-01
21223,2,2015-09-01
21229,1,2015-09-01
21236,1,2015-09-01
21244,1,2015-09-01
21403,1,2015-09-01
21733,1,2015-09-01
21740,1,2015-09-01
21804,1,2015-09-01
21901,1,2015-09-01
20624,1,2015-09-02
20650,1,2015-09-02
20706,1,2015-09-02
20745,1,2015-09-02
20832,1,2015-09-02
21078,1,2015-09-02
21113,1,2015-09-02
21117,1,2015-09-02
21133,1,2015-09-02
21207,1,2015-09-02
21212,1,2015-09-02
21215,2,2015-09-02
21217,1,2015-09-02
21218,2,2015-09-02
21219,1,2015-09-02
21220,2,2015-09-02
21222,2,2015-09-02
21223,1,2015-09-02
21225,1,2015-09-02
21228,1,2015-09-02
21230,2,2015-09-02
21234,1,2015-09-02
21502,1,2015-09-02
21532,1,2015-09-02
21804,1,2015-09-02
21921,1,2015-09-02
20653,2,2015-09-03
20657,2,2015-09-03
20754,1,2015-09-03
20837,1,2015-09-03
20850,1,2015-09-03
20852,1,2015-09-03
20904,1,2015-09-03
21060,1,2015-09-03
21102,1,2015-09-03
21113,1,2015-09-03
21120,1,2015-09-03
21122,2,2015-09-03
21163,1,2015-09-03
21206,1,2015-09-03
21211,1,2015-09-03
21212,1,2015-09-03
21213,3,2015-09-03
21215,4,2015-09-03
21216,1,2015-09-03
21218,1,2015-09-03
21220,1,2015-09-03
21223,1,2015-09-03
21224,1,2015-09-03
21225,1,2015-09-03
21230,1,2015-09-03
21234,1,2015-09-03
21643,1,2015-09-03
21801,1,2015-09-03
21904,1,2015-09-03
20602,1,2015-09-04
20619,1,2015-09-04
20646,1,2015-09-04
20653,2,2015-09-04
20748,1,2015-09-04
20853,1,2015-09-04
21048,1,2015-09-04
21061,1,2015-09-04
21113,1,2015-09-04
21157,1,2015-09-04
21158,1,2015-09-04
21163,1,2015-09-04
21205,2,2015-09-04
21207,1,2015-09-04
21209,1,2015-09-04
21211,1,2015-09-04
21212,2,2015-09-04
21213,1,2015-09-04
21215,4,2015-09-04
21217,2,2015-09-04
21218,4,2015-09-04
21219,1,2015-09-04
21222,4,2015-09-04
21225,2,2015-09-04
21227,1,2015-09-04
21231,1,2015-09-04
21236,1,2015-09-04
21643,1,2015-09-04
21740,1,2015-09-04
20735,1,2015-09-05
20746,1,2015-09-05
20747,1,2015-09-05
20748,1,2015-09-05
20877,1,2015-09-05
20886,1,2015-09-05
20903,1,2015-09-05
21040,1,2015-09-05
21061,2,2015-09-05
21085,1,2015-09-05
21102,1,2015-09-05
21157,1,2015-09-05
21163,1,2015-09-05
21201,1,2015-09-05
21204,2,2015-09-05
21206,2,2015-09-05
21208,1,2015-09-05
21211,1,2015-09-05
21212,1,2015-09-05
21215,1,2015-09-05
21216,2,2015-09-05
21218,2,2015-09-05
21221,3,2015-09-05
21223,2,2015-09-05
21224,1,2015-09-05
21225,1,2015-09-05
21229,1,2015-09-05
21230,2,2015-09-05
21236,1,2015-09-05
21239,1,2015-09-05
21601,1,2015-09-05
21701,1,2015-09-05
21784,1,2015-09-05
21801,1,2015-09-05
20689,1,2015-09-06
20735,1,2015-09-06
20743,1,2015-09-06
20746,1,2015-09-06
20785,1,2015-09-06
20851,1,2015-09-06
20871,2,2015-09-06
20877,2,2015-09-06
20902,1,2015-09-06
20904,1,2015-09-06
21015,1,2015-09-06
21040,1,2015-09-06
21046,1,2015-09-06
21048,1,2015-09-06
21060,1,2015-09-06
21085,1,2015-09-06
21102,1,2015-09-06
21117,1,2015-09-06
21122,1,2015-09-06
21157,1,2015-09-06
21201,1,2015-09-06
21202,1,2015-09-06
21205,1,2015-09-06
21207,1,2015-09-06
21212,1,2015-09-06
21213,2,2015-09-06
21215,4,2015-09-06
21216,1,2015-09-06
21217,3,2015-09-06
21218,1,2015-09-06
21220,1,2015-09-06
21223,2,2015-09-06
21224,2,2015-09-06
21227,1,2015-09-06
21229,3,2015-09-06
21230,2,2015-09-06
21403,1,2015-09-06
21502,1,2015-09-06
21612,1,2015-09-06
21640,1,2015-09-06
21702,1,2015-09-06
21740,2,2015-09-06
21801,1,2015-09-06
21921,1,2015-09-06
20653,1,2015-09-07
20784,1,2015-09-07
20785,1,2015-09-07
20906,1,2015-09-07
20912,1,2015-09-07
21009,1,2015-09-07
21017,1,2015-09-07
21040,1,2015-09-07
21117,1,2015-09-07
21133,1,2015-09-07
21215,2,2015-09-07
21218,1,2015-09-07
21220,2,2015-09-07
21222,1,2015-09-07
21223,2,2015-09-07
21224,1,2015-09-07
21225,1,2015-09-07
21237,1,2015-09-07
21239,1,2015-09-07
21502,1,2015-09-07
21742,1,2015-09-07
21776,1,2015-09-07
21875,1,2015-09-07
20636,1,2015-09-08
20639,1,2015-09-08
20650,2,2015-09-08
20707,2,2015-09-08
20710,1,2015-09-08
20901,1,2015-09-08
20912,1,2015-09-08
21040,1,2015-09-08
21078,1,2015-09-08
21122,1,2015-09-08
21202,1,2015-09-08
21207,1,2015-09-08
21212,1,2015-09-08
21214,1,2015-09-08
21215,1,2015-09-08
21221,1,2015-09-08
21223,3,2015-09-08
21224,1,2015-09-08
21225,2,2015-09-08
21227,1,2015-09-08
21230,1,2015-09-08
21239,1,2015-09-08
21403,1,2015-09-08
21532,1,2015-09-08
21740,1,2015-09-08
20636,1,2015-09-09
20747,1,2015-09-09
20882,1,2015-09-09
20901,1,2015-09-09
20902,1,2015-09-09
21017,1,2015-09-09
21040,1,2015-09-09
21060,1,2015-09-09
21122,2,2015-09-09
21144,1,2015-09-09
21146,1,2015-09-09
21201,1,2015-09-09
21205,1,2015-09-09
21206,1,2015-09-09
21207,1,2015-09-09
21208,1,2015-09-09
21215,2,2015-09-09
21217,1,2015-09-09
21221,3,2015-09-09
21222,1,2015-09-09
21225,1,2015-09-09
21230,1,2015-09-09
21234,2,2015-09-09
21239,2,2015-09-09
21629,1,2015-09-09
21701,1,2015-09-09
21801,1,2015-09-09
20707,1,2015-09-10
20850,1,2015-09-10
20905,1,2015-09-10
20912,1,2015-09-10
21015,1,2015-09-10
21060,1,2015-09-10
21076,1,2015-09-10
21093,2,2015-09-10
21157,1,2015-09-10
21162,1,2015-09-10
21201,1,2015-09-10
21211,1,2015-09-10
21215,3,2015-09-10
21217,4,2015-09-10
21218,2,2015-09-10
21221,1,2015-09-10
21225,3,2015-09-10
21229,2,2015-09-10
21230,1,2015-09-10
21620,1,2015-09-10
21795,1,2015-09-10
21901,1,2015-09-10
20772,1,2015-09-11
20832,1,2015-09-11
20872,1,2015-09-11
20876,1,2015-09-11
21014,2,2015-09-11
21075,1,2015-09-11
21122,1,2015-09-11
21128,1,2015-09-11
21133,2,2015-09-11
21157,1,2015-09-11
21158,1,2015-09-11
21202,1,2015-09-11
21205,1,2015-09-11
21206,1,2015-09-11
21213,2,2015-09-11
21214,1,2015-09-11
21215,1,2015-09-11
21216,3,2015-09-11
21217,3,2015-09-11
21218,3,2015-09-11
21222,3,2015-09-11
21223,1,2015-09-11
21224,1,2015-09-11
21225,2,2015-09-11
21229,2,2015-09-11
21230,2,2015-09-11
21234,2,2015-09-11
21236,1,2015-09-11
21620,1,2015-09-11
21703,1,2015-09-11
21776,1,2015-09-11
21904,1,2015-09-11
20653,1,2015-09-12
20772,1,2015-09-12
20832,1,2015-09-12
20878,1,2015-09-12
20886,1,2015-09-12
21076,1,2015-09-12
21133,1,2015-09-12
21201,2,2015-09-12
21205,1,2015-09-12
21206,2,2015-09-12
21210,1,2015-09-12
21213,1,2015-09-12
21215,4,2015-09-12
21217,3,2015-09-12
21218,1,2015-09-12
21220,1,2015-09-12
21221,2,2015-09-12
21223,2,2015-09-12
21224,1,2015-09-12
21225,2,2015-09-12
21227,1,2015-09-12
21228,1,2015-09-12
21229,2,2015-09-12
21234,1,2015-09-12
21237,1,2015-09-12
21239,1,2015-09-12
21403,1,2015-09-12
21635,1,2015-09-12
21664,1,2015-09-12
20659,1,2015-09-13
20782,1,2015-09-13
20901,1,2015-09-13
20902,1,2015-09-13
21032,1,2015-09-13
21061,1,2015-09-13
21084,1,2015-09-13
21122,2,2015-09-13
21202,1,2015-09-13
21206,1,2015-09-13
21212,2,2015-09-13
21213,1,2015-09-13
21215,3,2015-09-13
21217,1,2015-09-13
21221,3,2015-09-13
21223,4,2015-09-13
21225,1,2015-09-13
21227,1,2015-09-13
21229,1,2015-09-13
21230,1,2015-09-13
21236,1,2015-09-13
21237,1,2015-09-13
20637,1,2015-09-14
20707,1,2015-09-14
20785,2,2015-09-14
20886,1,2015-09-14
20904,1,2015-09-14
21017,1,2015-09-14
21061,1,2015-09-14
21136,1,2015-09-14
21157,1,2015-09-14
21201,1,2015-09-14
21202,1,2015-09-14
21208,1,2015-09-14
21211,1,2015-09-14
21213,1,2015-09-14
21215,2,2015-09-14
21216,1,2015-09-14
21217,2,2015-09-14
21218,6,2015-09-14
21220,1,2015-09-14
21222,1,2015-09-14
21223,1,2015-09-14
21225,1,2015-09-14
21228,1,2015-09-14
21230,1,2015-09-14
21234,2,2015-09-14
21236,1,2015-09-14
21409,1,2015-09-14
21663,1,2015-09-14
21787,1,2015-09-14
21811,1,2015-09-14
21901,1,2015-09-14
20602,1,2015-09-15
20676,1,2015-09-15
20743,2,2015-09-15
20785,2,2015-09-15
20871,1,2015-09-15
20878,1,2015-09-15
20906,1,2015-09-15
21035,1,2015-09-15
21061,1,2015-09-15
21157,2,2015-09-15
21202,2,2015-09-15
21215,4,2015-09-15
21216,1,2015-09-15
21218,2,2015-09-15
21221,1,2015-09-15
21223,1,2015-09-15
21226,2,2015-09-15
21620,1,2015-09-15
21702,1,2015-09-15
21740,1,2015-09-15
20603,1,2015-09-16
20640,1,2015-09-16
20659,1,2015-09-16
20707,1,2015-09-16
20832,1,2015-09-16
20837,1,2015-09-16
20852,1,2015-09-16
20904,2,2015-09-16
21060,1,2015-09-16
21201,1,2015-09-16
21205,1,2015-09-16
21206,3,2015-09-16
21207,1,2015-09-16
21212,1,2015-09-16
21213,1,2015-09-16
21214,1,2015-09-16
21215,5,2015-09-16
21216,2,2015-09-16
21217,1,2015-09-16
21218,2,2015-09-16
21221,1,2015-09-16
21223,2,2015-09-16
21225,1,2015-09-16
21229,1,2015-09-16
21230,1,2015-09-16
21237,1,2015-09-16
21401,1,2015-09-16
21601,1,2015-09-16
21703,1,2015-09-16
21921,1,2015-09-16
20602,1,2015-09-17
20748,1,2015-09-17
20784,1,2015-09-17
21015,1,2015-09-17
21030,1,2015-09-17
21037,1,2015-09-17
21043,1,2015-09-17
21117,1,2015-09-17
21158,1,2015-09-17
21201,2,2015-09-17
21202,1,2015-09-17
21214,1,2015-09-17
21215,3,2015-09-17
21217,2,2015-09-17
21218,5,2015-09-17
21221,1,2015-09-17
21223,1,2015-09-17
21224,1,2015-09-17
21225,1,2015-09-17
21226,1,2015-09-17
21228,2,2015-09-17
21229,1,2015-09-17
21532,1,2015-09-17
21631,1,2015-09-17
21757,1,2015-09-17
21787,1,2015-09-17
21915,1,2015-09-17
21917,1,2015-09-17
20653,1,2015-09-18
20711,1,2015-09-18
20723,1,2015-09-18
20783,1,2015-09-18
20851,1,2015-09-18
20877,1,2015-09-18
21060,1,2015-09-18
21061,1,2015-09-18
21076,1,2015-09-18
21078,1,2015-09-18
21117,1,2015-09-18
21207,1,2015-09-18
21212,1,2015-09-18
21215,3,2015-09-18
21217,3,2015-09-18
21218,1,2015-09-18
21220,1,2015-09-18
21223,2,2015-09-18
21224,1,2015-09-18
21225,1,2015-09-18
21227,2,2015-09-18
21229,2,2015-09-18
21230,2,2015-09-18
21234,1,2015-09-18
21237,1,2015-09-18
21532,1,2015-09-18
21740,1,2015-09-18
21754,1,2015-09-18
21770,2,2015-09-18
21901,2,2015-09-18
21921,1,2015-09-18
20619,1,2015-09-19
20653,2,2015-09-19
20657,1,2015-09-19
20689,1,2015-09-19
20707,1,2015-09-19
20783,1,2015-09-19
20837,1,2015-09-19
20877,1,2015-09-19
20904,1,2015-09-19
21045,1,2015-09-19
21061,1,2015-09-19
21108,1,2015-09-19
21136,1,2015-09-19
21201,2,2015-09-19
21202,2,2015-09-19
21213,2,2015-09-19
21214,1,2015-09-19
21215,3,2015-09-19
21216,1,2015-09-19
21217,3,2015-09-19
21218,3,2015-09-19
21221,1,2015-09-19
21222,1,2015-09-19
21223,3,2015-09-19
21224,1,2015-09-19
21234,1,2015-09-19
21239,1,2015-09-19
21502,1,2015-09-19
21784,1,2015-09-19
21921,1,2015-09-19
20743,1,2015-09-20
20747,1,2015-09-20
20794,1,2015-09-20
20882,1,2015-09-20
21042,1,2015-09-20
21102,1,2015-09-20
21122,1,2015-09-20
21133,1,2015-09-20
21146,1,2015-09-20
21201,1,2015-09-20
21202,1,2015-09-20
21207,2,2015-09-20
21212,1,2015-09-20
21217,1,2015-09-20
21218,2,2015-09-20
21219,1,2015-09-20
21220,1,2015-09-20
21221,1,2015-09-20
21222,2,2015-09-20
21224,1,2015-09-20
21225,2,2015-09-20
21229,2,2015-09-20
21244,1,2015-09-20
21502,2,2015-09-20
21601,1,2015-09-20
21643,1,2015-09-20
21921,1,2015-09-20
20650,1,2015-09-21
20653,1,2015-09-21
20688,1,2015-09-21
20695,1,2015-09-21
20744,1,2015-09-21
20748,1,2015-09-21
20866,1,2015-09-21
20874,1,2015-09-21
20876,1,2015-09-21
20877,1,2015-09-21
20886,1,2015-09-21
20904,1,2015-09-21
20912,1,2015-09-21
21009,1,2015-09-21
21054,1,2015-09-21
21136,1,2015-09-21
21158,1,2015-09-21
21206,1,2015-09-21
21207,1,2015-09-21
21211,1,2015-09-21
21213,1,2015-09-21
21217,2,2015-09-21
21218,1,2015-09-21
21220,1,2015-09-21
21221,1,2015-09-21
21234,1,2015-09-21
21237,2,2015-09-21
21239,1,2015-09-21
21401,2,2015-09-21
21774,1,2015-09-21
21784,1,2015-09-21
21795,1,2015-09-21
20735,1,2015-09-22
20744,1,2015-09-22
20850,1,2015-09-22
20877,1,2015-09-22
21045,1,2015-09-22
21087,1,2015-09-22
21093,1,2015-09-22
21144,1,2015-09-22
21201,1,2015-09-22
21206,1,2015-09-22
21207,2,2015-09-22
21215,1,2015-09-22
21217,1,2015-09-22
21220,1,2015-09-22
21222,1,2015-09-22
21223,1,2015-09-22
21225,1,2015-09-22
21226,1,2015-09-22
21229,1,2015-09-22
21643,1,2015-09-22
21740,1,2015-09-22
21784,1,2015-09-22
20620,1,2015-09-23
20707,1,2015-09-23
20743,1,2015-09-23
20784,1,2015-09-23
20785,2,2015-09-23
20832,1,2015-09-23
20833,1,2015-09-23
20878,1,2015-09-23
20882,1,2015-09-23
21012,1,2015-09-23
21061,1,2015-09-23
21122,1,2015-09-23
21202,1,2015-09-23
21206,2,2015-09-23
21213,2,2015-09-23
21214,1,2015-09-23
21215,3,2015-09-23
21218,2,2015-09-23
21221,2,2015-09-23
21227,1,2015-09-23
21229,2,2015-09-23
21230,1,2015-09-23
21234,1,2015-09-23
21237,1,2015-09-23
21701,1,2015-09-23
21740,1,2015-09-23
21911,1,2015-09-23
20714,1,2015-09-24
20736,1,2015-09-24
20774,1,2015-09-24
20850,1,2015-09-24
20877,1,2015-09-24
20886,1,2015-09-24
21040,1,2015-09-24
21060,1,2015-09-24
21061,3,2015-09-24
21133,2,2015-09-24
21207,1,2015-09-24
21215,1,2015-09-24
21216,1,2015-09-24
21217,2,2015-09-24
21218,3,2015-09-24
21222,1,2015-09-24
21223,1,2015-09-24
21228,2,2015-09-24
21229,1,2015-09-24
21230,1,2015-09-24
21236,1,2015-09-24
21502,3,2015-09-24
21532,1,2015-09-24
21539,1,2015-09-24
21784,1,2015-09-24
21811,1,2015-09-24
21901,1,2015-09-24
20650,1,2015-09-25
20785,2,2015-09-25
20852,1,2015-09-25
20874,1,2015-09-25
20878,1,2015-09-25
21074,1,2015-09-25
21085,1,2015-09-25
21117,1,2015-09-25
21122,1,2015-09-25
21201,1,2015-09-25
21206,1,2015-09-25
21208,1,2015-09-25
21213,1,2015-09-25
21214,1,2015-09-25
21215,6,2015-09-25
21217,1,2015-09-25
21218,1,2015-09-25
21222,1,2015-09-25
21223,2,2015-09-25
21230,1,2015-09-25
21237,1,2015-09-25
21613,2,2015-09-25
21661,1,2015-09-25
21917,1,2015-09-25
20878,1,2015-09-26
20882,1,2015-09-26
21029,1,2015-09-26
21046,1,2015-09-26
21060,1,2015-09-26
21201,1,2015-09-26
21206,2,2015-09-26
21213,3,2015-09-26
21214,1,2015-09-26
21215,2,2015-09-26
21217,1,2015-09-26
21218,2,2015-09-26
21222,2,2015-09-26
21229,2,2015-09-26
21230,2,2015-09-26
21234,1,2015-09-26
21236,1,2015-09-26
21237,2,2015-09-26
21502,2,2015-09-26
21601,1,2015-09-26
21740,2,2015-09-26
21742,1,2015-09-26
21783,1,2015-09-26
21901,1,2015-09-26
20603,2,2015-09-27
20657,1,2015-09-27
20853,1,2015-09-27
20882,1,2015-09-27
21034,1,2015-09-27
21040,1,2015-09-27
21060,1,2015-09-27
21061,1,2015-09-27
21111,1,2015-09-27
21122,1,2015-09-27
21157,3,2015-09-27
21205,1,2015-09-27
21208,1,2015-09-27
21209,1,2015-09-27
21212,1,2015-09-27
21215,1,2015-09-27
21217,1,2015-09-27
21218,1,2015-09-27
21220,3,2015-09-27
21221,1,2015-09-27
21223,2,2015-09-27
